age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
28,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,1.0,21.0,1
30,F,African-American,25 - 45,Medium,Female,2,-1.0,7,0,0,0,1.0,67.0,0
33,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,2.0,23.0,0
55,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0,0,1.0,23.0,0
29,F,Caucasian,25 - 45,High,Male,14,0.0,10,0,0,2,0.0,1.0,1
23,F,Caucasian,Less than 25,Medium,Male,2,0.0,7,0,0,1,0.0,318.0,0
51,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,0,0,0,2.0,14.0,1
24,M,African-American,Less than 25,Medium,Male,2,0.0,6,0,0,0,0.0,4.0,1
49,M,Caucasian,Greater than 45,Medium,Male,12,-24.0,5,0,0,0,24.0,519.0,0
37,F,African-American,25 - 45,Medium,Male,8,-1.0,5,0,0,0,1.0,340.0,0
41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,19.0,0
25,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,0,0,1.0,216.0,0
22,F,African-American,Less than 25,High,Male,3,0.0,9,0,0,1,0.0,7754.0,0
26,M,African-American,25 - 45,Low,Male,8,-1.0,4,0,0,0,1.0,624.0,1
25,F,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,0,1.0,46.0,0
40,F,Caucasian,25 - 45,Low,Female,4,-1.0,4,0,0,0,1.0,50.0,0
25,F,Other,25 - 45,Low,Male,1,-1.0,4,0,0,0,1.0,1632.0,1
25,M,African-American,25 - 45,Low,Female,0,-1.0,4,0,0,0,1.0,42.0,1
24,F,African-American,Less than 25,Medium,Male,1,0.0,7,0,0,0,0.0,3.0,0
47,F,African-American,Greater than 45,High,Male,0,-1.0,8,0,0,0,1.0,30.0,1
20,F,African-American,Less than 25,High,Male,1,-1.0,10,0,1,1,1.0,123.0,1
38,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,17.0,0
20,F,African-American,Less than 25,Medium,Male,1,-20.0,6,1,0,0,20.0,65.0,0
47,M,Caucasian,Greater than 45,Medium,Male,1,-1.0,5,0,0,0,1.0,13.0,0
49,M,African-American,Greater than 45,Low,Male,4,-1.0,1,0,0,0,1.0,21.0,0
40,F,Caucasian,25 - 45,Low,Male,5,0.0,4,0,0,0,1.0,4.0,0
22,M,Caucasian,Less than 25,Medium,Male,0,0.0,6,0,0,1,1.0,3.0,1
36,F,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,0,1.0,27.0,0
33,F,African-American,25 - 45,High,Male,19,-1.0,10,0,0,0,1.0,20.0,1
38,F,Other,25 - 45,Low,Male,1,-1.0,3,0,0,0,1.0,22.0,0
37,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,23.0,1
22,M,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0,1.0,18.0,1
36,M,African-American,25 - 45,High,Male,5,-20.0,8,0,0,0,20.0,464.0,1
38,M,African-American,25 - 45,Medium,Male,10,-1.0,6,0,1,0,1.0,17.0,0
48,F,Caucasian,Greater than 45,Low,Male,6,-26.0,2,0,0,0,27.0,141.0,0
42,F,Caucasian,25 - 45,Low,Male,8,-1.0,4,0,0,0,1.0,24.0,0
23,F,African-American,Less than 25,High,Male,4,-1.0,9,0,1,0,1.0,3454.0,1
39,F,African-American,25 - 45,Medium,Male,1,-9.0,6,0,0,0,9.0,118.0,0
46,F,African-American,Greater than 45,Medium,Male,0,0.0,7,0,0,0,0.0,5.0,1
31,F,African-American,25 - 45,High,Female,4,0.0,8,0,0,0,0.0,18.0,0
29,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,0,1.0,28.0,1
38,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,26.0,0
54,M,Caucasian,Greater than 45,Low,Male,0,-4.0,1,0,0,0,4.0,27.0,0
29,F,African-American,25 - 45,High,Male,16,-1.0,10,0,1,0,1.0,408.0,0
33,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0.0,5.0,0
33,M,Caucasian,25 - 45,Low,Male,10,0.0,4,0,0,0,1.0,26.0,0
78,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,1.0,20.0,1
31,F,Caucasian,25 - 45,High,Female,2,-1.0,8,0,0,1,1.0,26.0,1
37,M,Other,25 - 45,Low,Female,2,-1.0,2,0,0,0,222.0,41.0,0
37,M,African-American,25 - 45,High,Female,23,0.0,8,0,0,0,2.0,-11.0,1
77,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0,3608.0,55.0,1
56,F,Caucasian,Greater than 45,Medium,Female,10,-1.0,5,0,0,0,1.0,984.0,1
41,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0.0,20.0,0
34,F,African-American,25 - 45,High,Male,10,-1.0,9,1,0,0,1.0,18.0,1
48,F,African-American,Greater than 45,Medium,Male,7,-1.0,7,0,0,0,1.0,68.0,1
38,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0.0,9.0,0
47,F,African-American,Greater than 45,Medium,Male,23,-1.0,7,0,0,0,1.0,9681.0,1
32,F,Caucasian,25 - 45,Low,Female,5,-29.0,2,0,0,0,149.0,110.0,0
24,F,Caucasian,Less than 25,Medium,Male,0,0.0,5,0,0,0,1.0,886.0,1
21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,0,0,1.0,51.0,0
45,F,Caucasian,Greater than 45,Low,Male,2,-1.0,3,0,0,0,1.0,8615.0,0
52,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,1.0,24.0,0
25,M,African-American,25 - 45,High,Male,5,-1.0,8,0,0,0,1.0,89.0,1
41,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,94.0,0
43,M,Caucasian,25 - 45,High,Female,22,-1.0,10,0,0,0,1.0,640.0,1
24,M,African-American,Less than 25,Medium,Male,0,-2.0,5,0,0,0,3.0,20.0,0
32,F,African-American,25 - 45,Low,Male,7,-1.0,2,0,3,0,1.0,121.0,0
34,M,African-American,25 - 45,Medium,Male,5,-13.0,6,0,0,0,13.0,49.0,0
24,F,African-American,Less than 25,High,Male,0,0.0,8,0,0,0,0.0,26.0,0
26,M,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,0,1.0,22.0,1
42,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,1.0,42.0,1
39,F,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0,0.0,4.0,0
23,M,African-American,Less than 25,High,Male,2,-1.0,9,0,0,0,1.0,183.0,1
36,M,Other,25 - 45,Low,Male,2,-1.0,3,0,0,0,1.0,71.0,1
31,M,Other,25 - 45,Low,Male,0,-1.0,3,0,0,0,1.0,28.0,0
32,F,Caucasian,25 - 45,High,Male,15,-1.0,9,2,0,1,1.0,1701.0,1
41,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,0,1.0,24.0,1
31,M,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,0,1.0,44.0,1
24,M,Caucasian,Less than 25,High,Male,3,-1.0,8,0,0,0,1.0,214.0,1
20,F,Other,Less than 25,Medium,Male,0,-1.0,5,0,0,0,1.0,26.0,1
29,F,Other,25 - 45,High,Male,7,-2.0,9,0,0,0,2.0,15.0,1
25,F,Caucasian,25 - 45,Low,Female,2,-1.0,4,0,0,0,1.0,72.0,0
40,F,African-American,25 - 45,Medium,Female,15,-1.0,7,0,0,0,0.0,1579.0,1
38,M,Caucasian,25 - 45,Medium,Female,1,-1.0,6,0,0,0,1.0,28.0,1
21,F,African-American,Less than 25,Medium,Female,0,-2.0,5,0,0,0,2.0,21.0,1
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,0,1.0,19.0,0
27,F,African-American,25 - 45,Medium,Male,7,-1.0,5,0,0,0,1.0,241.0,1
20,M,Caucasian,Less than 25,Medium,Male,0,-1.0,5,0,0,0,1.0,17.0,1
57,M,African-American,Greater than 45,Medium,Male,16,0.0,5,0,0,0,1.0,291.0,1
28,F,Caucasian,25 - 45,Medium,Male,5,-23.0,5,0,0,0,23.0,501.0,1
26,M,African-American,25 - 45,High,Male,1,-1.0,8,0,0,0,1.0,44.0,1
22,M,Caucasian,Less than 25,Medium,Male,2,-1.0,6,0,0,0,1.0,20.0,1
23,F,African-American,Less than 25,High,Male,0,-1.0,8,0,0,0,1.0,49.0,1
55,F,Caucasian,Greater than 45,High,Male,33,-1.0,9,0,0,0,1.0,5809.0,1
37,M,Other,25 - 45,Low,Female,0,-2.0,1,0,0,0,2.0,28.0,1
32,M,Caucasian,25 - 45,Medium,Male,9,0.0,7,0,0,0,0.0,117.0,1
35,F,African-American,25 - 45,Medium,Male,10,-28.0,6,0,0,0,28.0,547.0,1
51,M,Other,Greater than 45,Low,Female,2,0.0,1,0,0,0,0.0,1.0,0
24,F,African-American,Less than 25,High,Male,3,26.0,8,0,0,1,1.0,842.0,1
27,F,African-American,25 - 45,Medium,Male,7,-1.0,6,0,0,0,1.0,111.0,0
36,F,African-American,25 - 45,High,Male,14,-1.0,10,1,2,0,1.0,50.0,1
31,M,African-American,25 - 45,Low,Male,4,-1.0,3,0,0,0,1.0,24.0,1
30,M,Other,25 - 45,Low,Male,3,-1.0,1,0,1,1,1.0,22.0,0
52,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,1.0,44.0,0
40,F,African-American,25 - 45,Low,Male,2,-15.0,2,0,0,0,15.0,76.0,0
61,F,Caucasian,Greater than 45,Medium,Male,4,-1.0,6,0,0,0,1.0,2855.0,0
32,M,African-American,25 - 45,Low,Female,0,0.0,1,0,0,0,1.0,-5.0,1
24,F,Caucasian,Less than 25,High,Female,0,-1.0,8,0,0,0,1.0,882.0,0
21,F,African-American,Less than 25,High,Female,0,-1.0,10,0,0,0,1.0,792.0,1
25,F,Other,25 - 45,High,Male,0,-1.0,9,0,0,0,1.0,29.0,1
29,F,African-American,25 - 45,High,Male,8,-1.0,8,0,1,1,1.0,66.0,1
42,M,African-American,25 - 45,Medium,Male,1,0.0,6,0,0,0,0.0,147.0,1
35,F,African-American,25 - 45,Low,Male,2,-1.0,3,0,0,0,1.0,25.0,0
45,F,African-American,Greater than 45,Medium,Male,0,-3.0,5,0,0,0,3.0,26.0,1
31,F,Caucasian,25 - 45,Low,Male,1,0.0,4,0,0,0,0.0,5.0,1
59,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,1.0,161.0,1
32,M,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,0,1.0,24.0,0
47,M,African-American,Greater than 45,Medium,Female,4,-1.0,6,0,0,0,1.0,22.0,0
21,F,Other,Less than 25,Low,Male,0,-1.0,3,0,0,0,1.0,20.0,1
31,M,Caucasian,25 - 45,Medium,Male,3,0.0,7,0,0,0,0.0,3.0,0
37,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,1.0,14.0,0
22,F,African-American,Less than 25,Medium,Male,1,0.0,5,0,0,0,1.0,0.0,1
27,M,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0,1.0,360.0,1
28,F,African-American,25 - 45,High,Male,7,-1.0,10,1,0,0,1.0,24.0,1
56,M,Caucasian,Greater than 45,Low,Male,2,-1.0,3,0,0,0,2.0,389.0,0
28,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0,1.0,22.0,0
53,M,Caucasian,Greater than 45,Medium,Male,1,-1.0,5,0,0,0,1.0,21.0,0
27,F,Other,25 - 45,Low,Male,0,-1.0,4,0,0,0,1.0,28.0,1
26,M,African-American,25 - 45,High,Female,0,-6.0,9,0,0,0,6.0,154.0,0
37,M,Other,25 - 45,Low,Female,0,-3.0,3,0,0,0,3.0,15.0,0
53,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,1.0,25.0,0
59,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,2.0,30.0,0
61,F,African-American,Greater than 45,Medium,Male,15,-1.0,6,0,0,0,1.0,28.0,1
21,F,Caucasian,Less than 25,High,Male,1,-1.0,8,0,1,2,1.0,308.0,0
48,F,African-American,Greater than 45,High,Male,8,-1.0,9,0,0,1,1.0,268.0,1
25,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,1.0,19.0,0
48,M,Caucasian,Greater than 45,Low,Female,1,0.0,1,0,0,0,1.0,12.0,0
21,M,Other,Less than 25,Low,Male,0,0.0,3,0,0,0,0.0,23.0,0
33,M,African-American,25 - 45,Medium,Male,3,-1.0,6,0,0,0,1.0,2759.0,1
22,F,African-American,Less than 25,Medium,Female,0,0.0,6,0,0,0,1.0,29.0,0
21,F,African-American,Less than 25,Low,Male,0,-2.0,3,0,0,1,2.0,19.0,1
22,F,Caucasian,Less than 25,Medium,Male,3,0.0,7,0,0,0,1.0,55.0,1
23,F,Other,Less than 25,Medium,Male,2,-1.0,7,0,0,1,1.0,847.0,0
45,M,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0,0.0,-2.0,0
27,F,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,0,169.0,1995.0,0
33,M,African-American,25 - 45,Low,Female,3,-1.0,4,0,0,0,1.0,25.0,0
30,F,African-American,25 - 45,High,Male,8,-1.0,8,0,0,0,1.0,46.0,1
26,F,African-American,25 - 45,High,Male,14,0.0,9,0,1,3,1.0,-3.0,1
41,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0.0,5.0,0
45,F,Caucasian,Greater than 45,Medium,Male,5,-4.0,5,0,0,0,4.0,24.0,1
30,F,Other,25 - 45,Medium,Male,5,-1.0,5,0,0,0,1.0,1497.0,1
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,1.0,27.0,0
31,F,African-American,25 - 45,High,Male,9,0.0,8,0,0,0,0.0,6.0,1
24,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,1,0,1.0,798.0,0
31,M,Caucasian,25 - 45,Low,Male,3,-1.0,2,0,0,0,1.0,43.0,1
25,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,1.0,16.0,0
42,M,African-American,25 - 45,Medium,Male,1,-12.0,5,0,0,0,12.0,188.0,0
29,F,Caucasian,25 - 45,Medium,Female,0,-3.0,7,0,0,0,3.0,5.0,0
24,F,Caucasian,Less than 25,Medium,Male,8,-1.0,6,0,1,2,0.0,292.0,1
36,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0.0,23.0,0
31,F,Other,25 - 45,Low,Male,3,-1.0,3,0,0,0,1.0,23.0,0
23,M,Other,Less than 25,Medium,Male,2,-19.0,6,0,0,0,19.0,462.0,1
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0,1,1.0,22.0,1
21,F,Other,Less than 25,High,Male,1,-1.0,8,1,0,0,1.0,1320.0,1
48,F,African-American,Greater than 45,High,Male,14,23.0,9,0,0,0,298.0,3415.0,1
22,F,Caucasian,Less than 25,Medium,Male,0,-1.0,7,0,0,2,1.0,70.0,1
28,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,1.0,21.0,1
44,M,Other,25 - 45,Low,Male,0,-2.0,1,0,0,0,2.0,25.0,0
23,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0,1.0,46.0,0
30,M,Other,25 - 45,Medium,Male,3,-1.0,5,0,0,0,1.0,53.0,1
60,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,1.0,19.0,0
83,M,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0,1.0,22.0,0
29,F,African-American,25 - 45,Low,Male,6,-26.0,2,3,0,0,9.0,629.0,0
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0,1.0,44.0,0
35,M,Other,25 - 45,Low,Male,0,-7.0,3,0,0,0,7.0,26.0,0
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,1.0,31.0,1
53,F,African-American,Greater than 45,Medium,Male,13,-1.0,7,0,0,0,1.0,2189.0,0
32,F,Caucasian,25 - 45,Medium,Female,6,-1.0,6,0,0,0,1.0,194.0,1
21,M,Other,Less than 25,Medium,Male,0,-1.0,6,0,0,0,1.0,23.0,0
25,M,Other,25 - 45,Low,Male,1,-1.0,4,0,0,0,1.0,1393.0,1
31,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0,1.0,16.0,0
24,F,Caucasian,Less than 25,Medium,Male,1,-5.0,6,0,0,0,5.0,16.0,0
24,F,Caucasian,Less than 25,Medium,Male,2,-27.0,6,0,0,0,27.0,0.0,0
30,F,African-American,25 - 45,Low,Male,0,-1.0,4,0,0,0,1.0,30.0,1
